Time,GND_truth_X1,GND_truth_Y1,GND_truth_X2,GND_truth_Y2,est_X1,est_Y1,est_X2,est_Y2,
1.63019e+09,228.398,119.06,131.644,119.08,229.103,116.587,131.949,117.229,
1.63019e+09,228.4,118.848,131.645,118.867,229.103,116.587,131.949,117.229,
1.63019e+09,228.4,118.848,131.645,118.867,229.103,116.587,131.949,117.229,
1.63019e+09,228.404,118.382,131.647,118.399,229.103,116.587,131.949,117.229,
1.63019e+09,228.406,118.124,131.647,118.399,229.103,116.587,131.949,117.229,
1.63019e+09,228.406,118.124,131.647,118.139,229.103,116.587,131.949,117.229,
1.63019e+09,228.412,117.569,131.647,117.582,228.982,116.848,131.908,117.405,
1.63019e+09,228.417,117.277,131.647,117.582,228.982,116.848,131.908,117.405,
1.63019e+09,228.421,116.981,131.645,116.991,228.982,116.848,131.908,117.405,
1.63019e+09,228.426,116.682,131.645,116.991,228.982,116.848,131.908,117.405,
1.63019e+09,228.426,116.682,131.643,116.691,228.982,116.848,131.908,117.405,
1.63019e+09,228.438,116.064,131.638,116.07,228.982,116.848,131.908,117.405,
1.63019e+09,228.446,115.737,131.638,116.07,228.982,116.848,131.908,117.405,
1.63019e+09,228.446,115.737,131.634,115.742,228.838,116.765,131.817,117.245,
1.63019e+09,228.463,115.073,131.625,115.075,228.838,116.765,131.817,117.245,
1.63019e+09,228.472,114.742,131.625,115.075,228.838,116.765,131.817,117.245,
1.63019e+09,228.482,114.41,131.613,114.41,228.838,116.765,131.817,117.245,
1.63019e+09,228.493,114.075,131.606,114.073,228.838,116.765,131.817,117.245,
1.63019e+09,228.493,114.075,131.606,114.073,228.838,116.765,131.817,117.245,
1.63019e+09,228.518,113.403,131.59,113.398,228.838,116.765,131.817,117.245,
1.63019e+09,228.531,113.071,131.581,113.065,228.838,116.765,131.817,117.245,
1.63019e+09,228.531,113.071,131.581,113.065,228.838,116.765,131.817,117.245,
1.63019e+09,228.56,112.414,131.56,112.405,228.838,116.765,131.817,117.245,
1.63019e+09,228.56,112.414,131.56,112.405,228.676,116.243,131.661,116.65,
1.63019e+09,228.576,112.084,131.548,112.073,228.676,116.243,131.661,116.65,
1.63019e+09,228.611,111.418,131.522,111.404,228.676,116.243,131.661,116.65,
1.63019e+09,228.63,111.085,131.507,111.07,228.676,116.243,131.661,116.65,
1.63019e+09,228.63,111.085,131.507,111.07,228.676,116.243,131.661,116.65,
1.63019e+09,228.67,110.436,131.476,110.418,228.676,116.243,131.661,116.65,
1.63019e+09,228.691,110.113,131.476,110.418,228.676,116.243,131.661,116.65,
1.63019e+09,228.691,110.113,131.459,110.094,228.535,115.428,131.474,115.767,
1.63019e+09,228.738,109.454,131.421,109.431,228.535,115.428,131.474,115.767,
1.63019e+09,228.763,109.113,131.421,109.431,228.535,115.428,131.474,115.767,
1.63019e+09,228.79,108.764,131.378,108.738,228.535,115.428,131.474,115.767,
1.63019e+09,228.819,108.406,131.378,108.738,228.535,115.428,131.474,115.767,
1.63019e+09,228.819,108.406,131.355,108.379,228.535,115.428,131.474,115.767,
1.63019e+09,228.879,107.688,131.303,107.658,228.535,115.428,131.474,115.767,
1.63019e+09,228.879,107.688,131.303,107.658,228.431,114.373,131.263,114.646,
1.63019e+09,228.944,106.981,131.247,106.949,228.431,114.373,131.263,114.646,
1.63019e+09,228.978,106.634,131.218,106.6,228.431,114.373,131.263,114.646,
1.63019e+09,228.978,106.634,131.218,106.6,228.431,114.373,131.263,114.646,
1.63019e+09,229.05,105.956,131.155,105.919,228.431,114.373,131.263,114.646,
1.63019e+09,229.087,105.624,131.155,105.919,228.431,114.373,131.263,114.646,
1.63019e+09,229.126,105.296,131.122,105.586,228.431,114.373,131.263,114.646,
1.63019e+09,229.126,105.296,131.087,105.256,228.431,114.373,131.263,114.646,
1.63019e+09,229.207,104.661,131.016,104.619,228.431,114.373,131.263,114.646,
1.63019e+09,229.249,104.345,130.978,104.301,228.431,114.373,131.263,114.646,
